,id,Nome jogador,Time na época,primary_position,market_value,competição,Time,Posição,Value,Custo,Wage,Idade
372,214881,Fernando Nathan Padilha de Arruda,Ituano,Extremo,0,Brasileiro C,Ituano Futebol Clube,"AM , ST",£21k,£19k,£561,28
373,459170,Lucas Henrique Luciano,Botafogo SP,Extremo,0,Brasileiro C,Botafogo Futebol Clube-SP,AM,£38k,£281k,£582,21
374,475982,Ariel da Silva Marques,Botafogo SP,Extremo,0,Brasileiro C,Esporte Clube São Luiz,"M , AM",£4k,£3k,£171,24
375,171356,Alvaro Andre Rodrigues da Silva,Ituano,Extremo,0,Brasileiro C,Ituano Futebol Clube,"AM , ST",£28k,£68k,£715,30
376,345617,Andrew Lucas Balbino Drummond,Figueirense,Extremo,0,Brasileiro C,Brusque Futebol Clube,"AM , ST",£20k,£63k,£772,23
377,-70506,Lucas Gabriel de Sene,Paraná,Extremo,0,Brasileiro C,Paraná Clube,"AM , ST",£338,£12k,£58,20
378,-72400,Railan Reis Ferreira,Jacuipense,Extremo,0,Brasileiro C,Esporte Clube Jacuipense,"DM, M",£4k,£18k,£162,20
379,-39933,Ruan Levine Camara Vitor,Jacuipense,Extremo,0,Brasileiro C,Esporte Clube Vitória,AM,£19k,£107k,£408,21
380,72093,Diego da Silva Rosa,Manaus,Extremo,0,Brasileiro C,Manaus Futebol Clube,"M , AM , ST",£35k,£300m,£793,31
381,474680,Thiago de Oliveira,Jacuipense,Extremo,0,Brasileiro C,Vila Nova Futebol Clube,"AM , ST",£25k,£48k,£349,22
382,-142652,Kaua Jesus Tenorio,Oeste,Extremo,0,Brasileiro C,Oeste Futebol Clube,AM,£338,£80k,£57,16
383,-73675,Cristian Ricardo de Jesus Fagundes,Oeste,Extremo,0,Brasileiro C,Oeste Futebol Clube,"AM , ST",£338,£41k,£47,18
384,-50968,Lucas Goncalves de Paula,Oeste,Extremo,0,Brasileiro C,Oeste Futebol Clube,ST,£19k,£95k,£337,21
385,-50187,Silvano Silveira Irigaray de Miranda,Ypiranga Erechim,Extremo,0,Brasileiro C,Ypiranga Futebol Clube-RS,AM,£225,£3k,£42,22
386,146469,Acrizio Militao de Castro,Ypiranga Erechim,Extremo,0,Brasileiro C,Ypiranga Futebol Clube-RS,"AM , ST",£22k,£300m,£808,32
387,146744,Djavan de Lima Araujo,Ypiranga Erechim,Extremo,0,Brasileiro C,Ypiranga Futebol Clube-RS,"M/AM , ST",£7k,£6k,£248,30
388,481187,Jose Leonardo Verissimo do Nascimento,Oeste,Extremo,0,Brasileiro C,Oeste Futebol Clube,AM,£16k,£66k,£302,21
389,441491,Ari Moura Vieira Filho,Paysandu,Extremo,0,Brasileiro C,Paysandu Sport Club,AM,£44k,£84k,£948,23
390,334995,Marlon Douglas de Sales Silva,Paysandu,Extremo,0,Brasileiro C,Paysandu Sport Club,AM,£20k,£47k,£597,22
391,439604,Carlos Henrique Franca Freires,Santa Cruz,Extremo,0,Brasileiro C,Esporte Clube São José-RS,M/AM,£13k,£10k,£421,25
392,-79657,Natan Andre Costa Ramos,Volta Redonda,Extremo,0,Brasileiro C,Associação Desportiva Cabofriense,ST,£225,£0,£30,20
393,476371,Gabriel Santos Silva,Ferroviário,Extremo,0,Brasileiro C,Criciúma Esporte Clube,"AM , ST",£6k,£27k,£180,21
394,-70492,Rodrigo Porto Bezerra,Tombense,Extremo,0,Brasileiro C,Tombense Futebol Clube,AM,£29k,£76k,£668,21
395,123736,Clayton da Rosa Peixoto,Botafogo PB,Extremo,0,Brasileiro C,Botafogo Futebol Clube-PB,AM,£23k,£58k,£684,28
396,472767,Jean Lucas Figueiredo,Tombense,Extremo,0,Brasileiro C,Tombense Futebol Clube,"M , AM",£14k,£13k,£402,25
397,238998,Gustavo Alexandre Barbosa do Nascimento,Paraná,Extremo,0,Brasileiro C,Paraná Clube,"M , AM , ST",£7k,£6k,£165,26
398,32849,Roger Roberto dos Santos,Altos,Extremo,0,Brasileiro C,Associação Atlética de Altos,AM,£3k,£300m,£597,34
399,257127,Klenisson Luiz da Silva,Altos,Extremo,0,Brasileiro C,Associação Atlética de Altos,ST,£7k,£5k,£268,25
400,282455,Andrey Soares Almeida,Floresta EC,Extremo,0,Brasileiro C,Floresta Esporte Clube,"WB/M , AM , ST",£8k,£17k,£291,28
401,292318,Elielton Batista dos Anjos,Floresta EC,Extremo,0,Brasileiro C,Paraná Clube,AM,£24k,£21k,£416,28
402,435616,Lucas Campos Silva,Altos,Extremo,0,Brasileiro C,Associação Atlética de Altos,AM,£6k,£10k,£246,24
403,291634,Mateus Anderson Veloso Sousa,Mirassol,Extremo,0,Brasileiro C,Criciúma Esporte Clube,"AM , ST",£71k,£125k,£987,26
404,327081,Leilson Dantas de Oliveira,EC São José,Extremo,0,Brasileiro C,Esporte Clube São Bento-SP,M/AM,£32k,£77k,£513,27
405,327082,Claudio Oliveira de Souza,EC São José,Extremo,0,Brasileiro C,Esporte Clube São José-RS,AM,£23k,£31k,£576,26
406,329022,Lucas Silva de Oliveira,Mirassol,Extremo,0,Brasileiro C,Mirassol Futebol Clube,"AM , ST",£2k,£2k,£137,26
407,455696,Fabricio Daniel de Souza,Mirassol,Extremo,0,Brasileiro C,Mirassol Futebol Clube,"AM , ST",£25k,£31k,£729,23
408,-111107,Pedro Henrique Oliveira dos Santos,Criciúma,Extremo,0,Brasileiro C,Criciúma Esporte Clube,AM,£54k,£145k,£855,23
409,459547,Gabriel Pires de Oliveira,Paraná,Meio Campista,50000,Brasileiro C,Paraná Clube,D/WB/AM,£51k,£581k,£738,21
410,8921,Junio Cesar Arcanjo,Altos,Meio Campista,0,Brasileiro C,Associação Atlética de Altos,M/AM,£1k,£300m,£421,37
411,69127,Manoel Cristiano Ribeiro Lemes,Altos,Meio Campista,0,Brasileiro C,Associação Atlética de Altos,ST,£14k,£300m,£597,31
412,497896,Crystopher Ribeiro Oliveira,EC São José,Meio Campista,0,Brasileiro C,Esporte Clube São José-RS,M/AM,£13k,£39k,£354,22
413,288072,Jeferson de Araujo de Carvalho,Mirassol,Lateral direito,1000000,Brasileiro C,Ituano Futebol Clube,D/WB,£579k,£510k,£3k,24
414,112344,Rafael Berger,-,Lateral direito,475000,Brasileiro C,Criciúma Esporte Clube,D,£79k,£152k,£3k,34
415,175353,Jucimar Jose Teixeira,Criciúma,Lateral direito,475000,Brasileiro C,Associação Atlética Portuguesa-RJ,D/WB/M,£219k,£420k,£3k,30
416,473090,Savio Alves Marchiote,Botafogo PB,Lateral direito,350000,Brasileiro C,Sampaio Corrêa Futebol Clube,"D/WB , DM",£60k,£214k,£819,23
417,352619,Yago da Silva Rocha,Tombense,Lateral direito,300000,Brasileiro C,Goiás Esporte Clube,D/WB,£13k,£3k,£442,26
418,332443,Felipe Rodrigues dos Santos,Grêmio Novorizontino,Lateral direito,100000,Brasileiro C,Grêmio Novorizontino,"D/WB , DM",£54k,£47k,£1k,24
419,207738,Weriton Luiz Gutierre,Santa Cruz,Lateral direito,75000,Brasileiro C,Clube Náutico Marcílio Dias,D/WB/M,£3k,£3k,£207,28
420,307205,Rai dos Reis Ramos,-,Lateral direito,0,Brasileiro C,Oeste Futebol Clube,D/WB,£23k,£55k,£442,26
421,435215,Rodrigo Ferreira da Silva,Botafogo SP,Lateral direito,0,Brasileiro C,Botafogo Futebol Clube-SP,"D/WB , DM",£31k,£27k,£723,25
422,403476,Andre Diego Krobel,Figueirense,Lateral direito,0,Brasileiro C,Grêmio Esportivo Brasil,D/WB,£37k,£33k,£819,25
423,114584,Edvan Franca de Moraes,Manaus,Lateral direito,0,Brasileiro C,Manaus Futebol Clube,"D/WB , DM",£172,£0,£57,30
424,282196,Muriel Leite Magalhaes,Ypiranga Erechim,Lateral direito,0,Brasileiro C,Ypiranga Futebol Clube-RS,"D/WB , DM, M",£10k,£300m,£546,32
425,-70026,Julio Cesar Amorim de Carvalho Filho,Volta Redonda,Lateral direito,0,Brasileiro C,Volta Redonda Futebol Clube,D/WB,£191,£30k,£25,21
426,229035,Jheckson Silva Oliveira,Volta Redonda,Lateral direito,0,Brasileiro C,Volta Redonda Futebol Clube,D/WB,£4k,£5k,£276,29
427,282755,David Junio Manoel dos Santos,Tombense,Lateral direito,0,Brasileiro C,Tombense Futebol Clube,D/WB,£12k,£5k,£402,26
428,400415,Rodrigo de Oliveira Ramos,Botafogo PB,Lateral direito,0,Brasileiro C,Botafogo Futebol Clube-PB,D/WB,£20k,£52k,£616,25
429,79978,Tony Ewerton Ramos da Silva,Floresta EC,Lateral direito,0,Brasileiro C,Associação Desportiva São Caetano,D/WB,£92k,£176k,£2k,30
430,170831,Marcio Lima da Silva,EC São José,Lateral direito,0,Brasileiro C,Esporte Clube São José-RS,D/WB,£4k,£4k,£354,32
431,-70407,Claudio Coelho Salvatico,Criciúma,Lateral direito,0,Brasileiro C,Clube Atlético Mineiro,D/WB,£287,£78k,£71,19
432,123271,Diego Guerra Taixeirao,Botafogo SP,Zagueiro,325000,Brasileiro C,Associação Atlética Portuguesa-RJ,D,£7k,£6k,£421,29
433,484827,Bruno Wavzinkevicz Ribeiro,EC São José,Zagueiro,100000,Brasileiro C,Esporte Clube São José-RS,D,£23k,£64k,£612,23
434,238975,Matheus Mancini,Ituano,Zagueiro,50000,Brasileiro C,Ituano Futebol Clube,D,£53k,£139k,£984,25
435,-39177,Matheus Santos Nunes,Botafogo SP,Zagueiro,50000,Brasileiro C,Botafogo Futebol Clube-SP,D,£5k,£3k,£144,24
436,334568,Jonathan Aparecido de Oliveira da Costa,Paraná,Zagueiro,50000,Brasileiro C,Associação Atlética Caldense,DM,£214,£0,£71,25
437,448408,Mateus Ferreira da Silva,Ituano,Zagueiro,0,Brasileiro C,Ituano Futebol Clube,D,£18k,£8k,£366,25
438,112228,Sandoval Araujo Lima,Oeste,Zagueiro,0,Brasileiro C,Oeste Futebol Clube,D,£2k,£300m,£302,34
439,351205,Luis Fernando Nascimento Macedo,Manaus,Zagueiro,0,Brasileiro C,Manaus Futebol Clube,D,£13k,£16k,£372,29
440,65395,William Augusto Alves Conserva,-,Zagueiro,0,Brasileiro C,Santa Cruz Futebol Clube,D,£38k,£300m,£2k,33
441,73209,Antonio Eduardo Pereira dos Santos,Jacuipense,Zagueiro,0,Brasileiro C,Esporte Clube Jacuipense,D,£4k,£300m,£793,36
442,65171,Micael Jordane Modinger,Paraná,Zagueiro,0,Brasileiro C,Paraná Clube,D,£8k,£300m,£667,34
443,229010,Daniel Felipe Sa Nascimento,Botafogo PB,Zagueiro,0,Brasileiro C,Sampaio Corrêa Futebol Clube,D,£49k,£114k,£711,28
444,236369,Leandro Marlon Gomes Amorim,Altos,Zagueiro,0,Brasileiro C,Associação Atlética de Altos,D,£183,£0,£31,30
445,397013,Railon Sousa Santos,Jacuipense,Zagueiro,0,Brasileiro C,Esporte Clube Jacuipense,"D , DM",£10k,£9k,£302,25
446,-164826,Douglas Luiz Pereira Conceicao,Oeste,Zagueiro,0,Brasileiro C,Oeste Futebol Clube,D,£304,£0,£24,19
447,449708,Victor Felipe de Souza Lisboa,Oeste,Zagueiro,0,Brasileiro C,Oeste Futebol Clube,D,£18k,£48k,£477,26
448,-71576,Edemilson de Jesus Invencao Junior,Santa Cruz,Zagueiro,0,Brasileiro C,Santa Cruz Futebol Clube,D,£203,£2k,£31,20
449,258918,Auricelio Soares dos Santos,Paysandu,Zagueiro,0,Brasileiro C,Paysandu Sport Club,D,£39k,£52k,£948,28
450,419887,Denilson dos Santos de Souza,Paysandu,Zagueiro,0,Brasileiro C,Paysandu Sport Club,D,£1k,£1k,£115,25
451,122307,Heitor de Araujo Pereira,Volta Redonda,Zagueiro,0,Brasileiro C,Volta Redonda Futebol Clube,D,£25k,£33k,£676,30
452,292988,Richardson Jussier Medeiros Cabral,Ferroviário,Zagueiro,0,Brasileiro C,Ferroviário Atlético Clube-CE,D,£8k,£22k,£284,28
453,356857,Victor Melo Costa,Ferroviário,Zagueiro,0,Brasileiro C,Ferroviário Atlético Clube-CE,D,£7k,£11k,£248,25
454,-69926,Wesley Augusto Henn Marth,Tombense,Zagueiro,0,Brasileiro C,Tombense Futebol Clube,"D , DM",£203,£9k,£57,20
455,-10855,Willian Estefani Machado,Botafogo PB,Zagueiro,0,Brasileiro C,Botafogo Futebol Clube-PB,"D , DM",£18k,£69k,£537,23
456,13514,Frederico Burgel Xavier,Botafogo PB,Zagueiro,0,Brasileiro C,Botafogo Futebol Clube-PB,"D , DM",£4k,£300m,£813,34
457,281279,Moises Lucas da Silva Evangelista,Tombense,Zagueiro,0,Brasileiro C,Tombense Futebol Clube,D,£11k,£10k,£364,27
458,398378,Ramon Oliveira Rezende,Tombense,Zagueiro,0,Brasileiro C,Tombense Futebol Clube,D,£203,£0,£61,24
459,112876,Reinaldo Rodrigues de Oliveira Lobo,Altos,Zagueiro,0,Brasileiro C,Associação Atlética de Altos,"D , DM",£112,£0,£71,32
460,178777,Rafael Silva de Araujo,Altos,Zagueiro,0,Brasileiro C,Associação Atlética de Altos,D,£985,£300m,£378,35
461,226630,Wender Jadson Silva dos Santos,-,Zagueiro,0,Brasileiro C,Esporte Clube São Luiz,"D , WB",£11k,£10k,£399,27
462,32313,Edson Jose da Silva,Grêmio Novorizontino,Zagueiro,0,Brasileiro C,Grêmio Novorizontino,D,£4k,£4k,£904,34
463,39554,Bruno Henrique Fortunato Aguiar,Grêmio Novorizontino,Zagueiro,0,Brasileiro C,Grêmio Novorizontino,D,£4k,£3k,£816,34
464,448349,Marcel Philipe Afonso Genestra Scalese,Criciúma,Zagueiro,0,Brasileiro C,Criciúma Esporte Clube,D,£203,£0,£60,24
465,121165,Guilherme de Queiroz Goncalves,Grêmio Novorizontino,Atacante,400000,Brasileiro C,Grêmio Novorizontino,"AM , ST",£9k,£4k,£509,30
466,302813,Alison Henrique Mira,Floresta EC,Atacante,300000,Brasileiro C,Joinville Esporte Clube,ST,£16k,£28k,£509,24
467,390557,Leonardo Kalil Abdala,Oeste,Atacante,200000,Brasileiro C,Oeste Futebol Clube,ST,£18k,£26k,£372,24
468,-70916,Amarildo Aparecido de Souza Junior,Tombense,Atacante,75000,Brasileiro C,Associação Atlética Caldense,ST,£13k,£22k,£421,21
469,438545,Jose Joaquim de Carvalho,Oeste,Atacante,50000,Brasileiro C,Oeste Futebol Clube,ST,£6k,£13k,£144,23
470,298764,Altemir Cordeiro Pessoa Neto,Botafogo SP,Atacante,0,Brasileiro C,Botafogo Futebol Clube-SP,AM,£43k,£77k,£618,26
471,330791,Bruno Pereira de Albuquerque,Figueirense,Atacante,0,Brasileiro C,Grêmio Esportivo Brasil,ST,£32k,£77k,£513,26
472,438728,Geovane Santana Souza,Jacuipense,Atacante,0,Brasileiro C,Esporte Clube São Bento-SP,ST,£43k,£133k,£535,22
473,112812,Wesley Henrique Lima Silva e Silva,Santa Cruz,Atacante,0,Brasileiro C,Santa Cruz Futebol Clube,"AM , ST",£6k,£300m,£1k,35
474,113540,Nicolas Godinho Johann,Paysandu,Atacante,0,Brasileiro C,Paysandu Sport Club,"AM , ST",£31k,£41k,£860,30
475,177079,Wallace Philipe Freitas da Silva,Santa Cruz,Atacante,0,Brasileiro C,América Futebol Clube-RN,ST,£11k,£300m,£860,33
476,-70041,Joarley Antonio de Souza Tavares,Volta Redonda,Atacante,0,Brasileiro C,Volta Redonda Futebol Clube,AM,£225,£6k,£30,20
477,261356,Adilson Reis da Anunciacao,Ferroviário,Atacante,0,Brasileiro C,Ferroviário Atlético Clube-CE,"AM , ST",£8k,£18k,£248,27
478,-71935,Welton Felipe Paragua de Melo,Botafogo PB,Atacante,0,Brasileiro C,Botafogo Futebol Clube-PB,AM,£4k,£4k,£183,22
479,9371,Marcos Aurelio de Oliveira Lima,Botafogo PB,Atacante,0,Brasileiro C,Botafogo Futebol Clube-PB,"AM , ST",£4k,£300m,£774,36
480,329025,Rubens da Silva Coura,Tombense,Atacante,0,Brasileiro C,Tombense Futebol Clube,ST,£29k,£38k,£668,26
481,119866,Flavio Torres Ribeiro,Floresta EC,Atacante,0,Brasileiro C,Floresta Esporte Clube,ST,£5k,£300m,£597,33
482,-112512,Giovani Albuquerque Felippi,Mirassol,Atacante,0,Brasileiro C,Clube Atlético Mineiro,"AM , ST",£2k,£16k,£137,19
483,88135,Luiz Eduardo Azevedo Dantas,EC São José,Atacante,0,Brasileiro C,Esporte Clube São José-RS,ST,£3k,£300m,£649,35
484,-69264,Luiz Fernando Venancio,Grêmio Novorizontino,Atacante,0,Brasileiro C,Grêmio Novorizontino,"AM , ST",£2k,£13k,£137,21
485,-64337,Renan Victor da Silva,Palmeiras,Zagueiro,7000000,Brasileiro A,Sociedade Esportiva Palmeiras,D,£65k,£187k,£860,18
486,186289,Rodrigo Caio Coquette Russo,Flamengo,Zagueiro,6500000,Brasileiro A,Clube de Regatas do Flamengo,D,£8m,£8m,£15k,26
487,-136792,Kaiky Fernandes Melo,Santos,Zagueiro,6000000,Brasileiro A,Santos Futebol Clube,D,£405,£411k,£79,16
488,230411,Willian Souza Arao da Silva,Flamengo,Zagueiro,5000000,Brasileiro A,Clube de Regatas do Flamengo,"D , DM, M",£3m,£2m,£8k,28
489,383067,Igor Rabello da Costa,Atlético Mineiro,Zagueiro,3500000,Brasileiro A,Clube Atlético Mineiro,D,£3m,£5m,£5k,25
490,191207,Luan Garcia Teixeira,Palmeiras,Zagueiro,3000000,Brasileiro A,Sociedade Esportiva Palmeiras,D,£4m,£9m,£6k,27
491,174478,Reinaldo Manoel da Silva,São Paulo,Zagueiro,2500000,Brasileiro A,São Paulo Futebol Clube,D/WB,£4m,£5m,£6k,30
492,329711,Pedro Henrique Ribeiro Goncalves,Athletico Paranaense,Zagueiro,2500000,Brasileiro A,Club Athletico Paranaense,D,£3m,£5m,£2k,24
493,319777,Leonardo Pinheiro da Conceicao,São Paulo,Zagueiro,2300000,Brasileiro A,São Paulo Futebol Clube,"D , WB",£2m,£3m,£4k,24
494,472675,Leonardo Rech Ortiz,Red Bull Bragantino,Zagueiro,2000000,Brasileiro A,Red Bull Bragantino,D,£1m,£2m,£4k,24
495,-70463,Lucas Ribeiro dos Santos,Internacional,Zagueiro,2000000,Brasileiro A,Sport Club Internacional,D,£1m,£11m,£9k,21
496,302497,Luan Peres Petroni,Santos,Zagueiro,2000000,Brasileiro A,Santos Futebol Clube,"D , WB",£3m,£11m,£9k,26
497,210711,Bruno Fabiano Alves,São Paulo,Zagueiro,1900000,Brasileiro A,São Paulo Futebol Clube,D,£4m,£6m,£9k,29
498,502010,Diego Henrique Costa Barbosa,São Paulo,Zagueiro,1800000,Brasileiro A,São Paulo Futebol Clube,"D , DM",£3m,£4m,£693,21
499,8974,Thiago Heleno Henrique Ferreira,Athletico Paranaense,Zagueiro,1600000,Brasileiro A,Club Athletico Paranaense,D,£2m,£300m,£4k,31
500,-131437,Raul Gustavo Pereira Bicalho,-,Zagueiro,1500000,Brasileiro A,Sport Club Corinthians Paulista,D,£39k,£135k,£615,21
501,-66322,Ruan Tressoldi Netto,Grêmio,Zagueiro,1500000,Brasileiro A,Grêmio Foot-Ball Porto Alegrense,D,£42k,£1m,£671,21
502,17076,Pedro Tonon Geromel,Grêmio,Zagueiro,1500000,Brasileiro A,Grêmio Foot-Ball Porto Alegrense,D,£803k,£300m,£22k,34
503,179302,Luccas Claro dos Santos,Fluminense,Zagueiro,1200000,Brasileiro A,Fluminense Football Club,D,£4m,£6m,£10k,28
504,438564,Fabricio Bruno Soares de Faria,Red Bull Bragantino,Zagueiro,1200000,Brasileiro A,Red Bull Bragantino,D,£2m,£4m,£6k,24
505,326514,Alan Pereira Empereur,-,Zagueiro,1000000,Brasileiro A,Sociedade Esportiva Palmeiras,D,£1m,£755k,£13k,26
506,368939,Iago Justen Maidana Martins,Sport Recife,Zagueiro,1000000,Brasileiro A,Sport Club do Recife,D,£2m,£3m,£5k,24
507,-111217,Natan Bernardo de Souza,Red Bull Bragantino,Zagueiro,1000000,Brasileiro A,Clube de Regatas do Flamengo,D,£919k,£286k,£55,19
508,488622,Jose Sabino Chagas Monteiro,Sport Recife,Zagueiro,950000,Brasileiro A,Coritiba Foot Ball Club,D,£2m,£5m,£1k,23
509,330130,Gabriel Costa Franca,Atlético Mineiro,Zagueiro,950000,Brasileiro A,Clube Atlético Mineiro,D,£3m,£2m,£4k,25
510,409612,Jose Carlos Ferreira Junior,Bahia,Zagueiro,950000,Brasileiro A,Esporte Clube Bahia,D,£1m,£812k,£4k,25
511,113650,Rafael Forster,Juventude,Zagueiro,850000,Brasileiro A,Botafogo de Futebol e Regatas,D,£413k,£364k,£5k,30
512,401521,Eder Ferreira Graminho,Atlético GO,Zagueiro,850000,Brasileiro A,Atlético Clube Goianiense,"D , DM",£818k,£1m,£3k,25
513,-33777,Joao Victor da Silva Marcelino,Corinthians,Zagueiro,800000,Brasileiro A,Atlético Clube Goianiense,D,£85k,£623k,£953,22
514,404438,Jose Ivaldo Almeida Silva,Athletico Paranaense,Zagueiro,750000,Brasileiro A,Club Athletico Paranaense,D,£514k,£1m,£2k,23
515,298175,Guilherme de Jesus da Silva,Fortaleza,Zagueiro,700000,Brasileiro A,Fortaleza Esporte Clube,D/WB,£2m,£2m,£4k,26
516,-92332,Pedro Henrique Alves Santana,Internacional,Zagueiro,650000,Brasileiro A,Sport Club Internacional,D,£51k,£1m,£742,19
517,3288,Felipe Melo de Carvalho,Palmeiras,Zagueiro,600000,Brasileiro A,Sociedade Esportiva Palmeiras,"D , DM, M",£391k,£300m,£22k,36
518,446563,Nathanael Ananias da Silva,Atlético GO,Zagueiro,600000,Brasileiro A,Coritiba Foot Ball Club,"D , DM",£83k,£645k,£930,23
519,328076,Luiz Otavio da Silva Santos,Bahia,Zagueiro,600000,Brasileiro A,Associação Chapecoense de Futebol,D,£1m,£1m,£4k,27
520,80390,Manoel Messias Silva Carvalho,Fluminense,Zagueiro,550000,Brasileiro A,Cruzeiro Esporte Clube,D,£1m,£1m,£11k,30
521,330138,Messias Rodrigues da Silva Junior,Ceará,Zagueiro,525000,Brasileiro A,América Futebol Clube-MG,D,£689k,£909k,£1k,25
522,288076,Eduardo Gabriel dos Santos Bauermann,América Mineiro,Zagueiro,500000,Brasileiro A,América Futebol Clube-MG,D,£69k,£81k,£1k,24
523,352281,Anderson de Jesus Santos,América Mineiro,Zagueiro,500000,Brasileiro A,América Futebol Clube-MG,D,£44k,£33k,£816,25
524,158622,Marllon Goncalves Jeronimo Borges,Cuiabá,Zagueiro,500000,Brasileiro A,Sport Club Corinthians Paulista,D,£1m,£561k,£4k,28
525,65193,Jonathan Doin,Grêmio,Zagueiro,450000,Brasileiro A,Grêmio Foot-Ball Porto Alegrense,D,£2m,£2m,£5k,31
526,112181,Lucas Silva Fonseca,-,Zagueiro,450000,Brasileiro A,Esporte Clube Bahia,D,£72k,£52k,£3k,34
527,78767,Joao Paulo da Silva,Juventude,Zagueiro,400000,Brasileiro A,Esporte Clube Juventude,"DM, M",£41k,£300m,£3k,35
528,285407,Laercio Solda,Chapecoense,Zagueiro,400000,Brasileiro A,Santos Futebol Clube,D,£114k,£126k,£1k,27
529,242516,Cleberson Martins de Souza,Juventude,Zagueiro,400000,Brasileiro A,Esporte Clube Juventude,"D , DM",£49k,£70k,£3k,27
530,433844,Lucas da Cruz Oliveira,Atlético GO,Zagueiro,400000,Brasileiro A,Atlético Clube Goianiense,D,£211k,£228k,£1k,24
531,103416,Paulo Marcos de Jesus Ribeiro,Cuiabá,Zagueiro,400000,Brasileiro A,Fortaleza Esporte Clube,"D , DM",£138k,£182k,£6k,34
532,71032,Anderson Conceicao Benedito,Cuiabá,Zagueiro,350000,Brasileiro A,Cuiabá Esporte Clube,D,£867k,£832k,£5k,30
533,-43650,Gabriel Santos Cordeiro Lacerda,Ceará,Zagueiro,300000,Brasileiro A,Ceará Sporting Club,D,£13k,£52k,£217,21
534,-55045,Vitor Mendes Alves,Juventude,Zagueiro,200000,Brasileiro A,Esporte Clube Juventude,D,£72k,£197k,£886,21
535,481978,Derlan de Oliveira Bento,Chapecoense,Zagueiro,200000,Brasileiro A,Associação Chapecoense de Futebol,D,£92k,£110k,£1k,24
536,227298,Ricardo Cesar Dantas da Silva,América Mineiro,Zagueiro,100000,Brasileiro A,América Futebol Clube-MG,D,£386k,£926k,£3k,27
537,39422,Felipe Augusto Santana,Chapecoense,Zagueiro,100000,Brasileiro A,Associação Chapecoense de Futebol,D,£11k,£14k,£948,34
538,-71543,Ignacio da Silva Oliveira,Chapecoense,Zagueiro,50000,Brasileiro A,Esporte Clube Bahia,D,£58k,£122k,£682,23
539,-67915,Abner Vinicius da Silva Santos,Athletico Paranaense,Lateral Esquerdo,7500000,Brasileiro A,Club Athletico Paranaense,D/WB,£2m,£9m,£5k,20
540,-66165,Lucas Piton Crivellaro,Corinthians,Lateral Esquerdo,5500000,Brasileiro A,Sport Club Corinthians Paulista,D/WB/M,£101k,£6m,£1k,19
541,-50875,Felipe Jonatan Rocha Andrade,Santos,Lateral Esquerdo,4000000,Brasileiro A,Santos Futebol Clube,D/WB,£4m,£11m,£4k,22
542,506219,Luan Candido de Almeida,Red Bull Bragantino,Lateral Esquerdo,3500000,Brasileiro A,Red Bull Bragantino,D/WB/M/AM,£212k,£921k,£21k,19
543,161746,Diogo Barbosa Mendanha,Grêmio,Lateral Esquerdo,2000000,Brasileiro A,Grêmio Foot-Ball Porto Alegrense,D/WB,£3m,£7m,£10k,27
544,4505,Filipe Luis Kasmirski,Flamengo,Lateral Esquerdo,1500000,Brasileiro A,Clube de Regatas do Flamengo,D/WB,£524k,£471k,£24k,34
545,301816,Moises Roberto Barbosa,Internacional,Lateral Esquerdo,1100000,Brasileiro A,Sport Club Internacional,D/WB,£1m,£2m,£5k,25
546,102655,Jose Rodolfo Pires Ribeiro,Atlético Mineiro,Lateral Esquerdo,1000000,Brasileiro A,Clube Atlético Mineiro,D/WB,£436k,£480k,£6k,28
547,-49521,Matheus Bahia Santos,Bahia,Lateral Esquerdo,1000000,Brasileiro A,Esporte Clube Bahia,D/WB,£68k,£2m,£756,20
548,-81301,Welington Damascena Santos,São Paulo,Lateral Esquerdo,1000000,Brasileiro A,São Paulo Futebol Clube,D/WB,£80k,£3m,£972,19
549,428407,Luis Antonio da Rocha Junior,Bahia,Lateral Esquerdo,1000000,Brasileiro A,Esporte Clube Bahia,D/WB,£1m,£586k,£10k,23
550,282265,Danilo Carvalho Barcelos,Fluminense,Lateral Esquerdo,850000,Brasileiro A,Fluminense Football Club,D/WB/M,£2m,£3m,£6k,28
551,-96475,Leonardo Borges da Silva,Internacional,Lateral Esquerdo,800000,Brasileiro A,Sport Club Internacional,D/WB,£11k,£175k,£258,19
552,227670,Bruno de Jesus Pacheco,Ceará,Lateral Esquerdo,800000,Brasileiro A,Ceará Sporting Club,D/WB,£1m,£2m,£4k,28
553,9319,Egidio de Araujo Pereira Junior,Fluminense,Lateral Esquerdo,800000,Brasileiro A,Fluminense Football Club,D/WB,£452k,£300m,£10k,34
554,376557,Carlos Eugenio Junior Tavares dos Santos,Sport Recife,Lateral Esquerdo,800000,Brasileiro A,Sport Club do Recife,"D/WB , M",£650k,£357k,£693,23
555,32942,Edimar Curitiba Fraga,Red Bull Bragantino,Lateral Esquerdo,800000,Brasileiro A,Red Bull Bragantino,D/WB,£102k,£56k,£2k,34
556,172590,Bruno Cortes Barbosa,Grêmio,Lateral Esquerdo,800000,Brasileiro A,Grêmio Foot-Ball Porto Alegrense,D/WB/M,£795k,£715k,£6k,33
557,32574,Uendel Pereira Goncalves,Cuiabá,Lateral Esquerdo,800000,Brasileiro A,Sport Club Internacional,D/WB/M,£1m,£756k,£6k,31
